segment_id,segment_type,point_index,latitude,longitude,x_m,y_m,direction,mode,drive_level,event,from_node,to_node
T_B,mission_T,124,37.2882229136,127.1068858237,-34.814733,-43.822724,1,7,2,NONE,AAA_T_JUNCTION,AAA_T_JUNCTION
T_B,mission_T,125,37.2882245803,127.1068866571,-34.740923,-43.637187,1,7,2,NONE,AAA_T_JUNCTION,AAA_T_JUNCTION
T_B,mission_T,126,37.2882264136,127.1068874903,-34.667122,-43.433104,1,7,2,NONE,AAA_T_JUNCTION,AAA_T_JUNCTION
T_B,mission_T,127,37.2882280803,127.1068884903,-34.578557,-43.247567,1,7,2,NONE,AAA_T_JUNCTION,AAA_T_JUNCTION
T_B,mission_T,128,37.2882298627,127.1068895852,-34.481587,-43.049151,1,7,2,NONE,AAA_T_JUNCTION,AAA_T_JUNCTION
T_B,mission_T,129,37.2882315803,127.1068904903,-34.401426,-42.857947,1,7,2,NONE,AAA_T_JUNCTION,AAA_T_JUNCTION
T_B,mission_T,130,37.2882332469,127.1068916570,-34.298098,-42.672421,1,7,2,NONE,AAA_T_JUNCTION,AAA_T_JUNCTION
T_B,mission_T,131,37.2882349136,127.1068926570,-34.209532,-42.486884,1,7,2,NONE,AAA_T_JUNCTION,AAA_T_JUNCTION
T_B,mission_T,132,37.2882365803,127.1068934903,-34.135731,-42.301347,1,7,2,NONE,AAA_T_JUNCTION,AAA_T_JUNCTION
T_B,mission_T,133,37.2882381253,127.1068943169,-34.062523,-42.129358,1,7,2,NONE,AAA_T_JUNCTION,AAA_T_JUNCTION
T_B,mission_T,134,37.2882397123,127.1068953519,-33.970858,-41.952693,1,7,2,NONE,AAA_T_JUNCTION,AAA_T_JUNCTION
T_B,mission_T,135,37.2882412469,127.1068963236,-33.884800,-41.781861,1,7,2,NONE,AAA_T_JUNCTION,AAA_T_JUNCTION
T_B,mission_T,136,37.2882429136,127.1068976570,-33.766707,-41.596324,1,7,2,NONE,AAA_T_JUNCTION,AAA_T_JUNCTION
T_B,mission_T,137,37.2882438704,127.1068982921,-33.710459,-41.489813,1,7,2,NONE,AAA_T_JUNCTION,AAA_T_JUNCTION
T_B,mission_T,138,37.2882447901,127.1068989700,-33.650421,-41.387432,1,7,2,NONE,AAA_T_JUNCTION,AAA_T_JUNCTION
T_B,mission_T,139,37.2882456791,127.1068996822,-33.587345,-41.288469,1,7,2,NONE,AAA_T_JUNCTION,AAA_T_JUNCTION
T_B,mission_T,140,37.2882465435,127.1069004203,-33.521975,-41.192244,1,7,2,NONE,AAA_T_JUNCTION,AAA_T_JUNCTION
T_B,mission_T,141,37.2882473899,127.1069011757,-33.455073,-41.098023,1,7,2,NONE,AAA_T_JUNCTION,AAA_T_JUNCTION
T_B,mission_T,142,37.2882482244,127.1069019401,-33.387374,-41.005126,1,7,2,NONE,AAA_T_JUNCTION,AAA_T_JUNCTION
T_B,mission_T,143,37.2882490534,127.1069027049,-33.319639,-40.912842,1,7,2,NONE,AAA_T_JUNCTION,AAA_T_JUNCTION
T_B,mission_T,144,37.2882498833,127.1069034617,-33.252613,-40.820457,1,7,2,NONE,AAA_T_JUNCTION,AAA_T_JUNCTION
T_B,mission_T,145,37.2882507204,127.1069042020,-33.187049,-40.727271,1,7,2,NONE,AAA_T_JUNCTION,AAA_T_JUNCTION
T_B,mission_T,146,37.2882515709,127.1069049173,-33.123698,-40.632594,1,7,2,NONE,AAA_T_JUNCTION,AAA_T_JUNCTION
T_B,mission_T,147,37.2882524412,127.1069055993,-33.063297,-40.535712,1,7,2,NONE,AAA_T_JUNCTION,AAA_T_JUNCTION
T_B,mission_T,148,37.2882533376,127.1069062393,-33.006615,-40.435925,1,7,2,NONE,AAA_T_JUNCTION,AAA_T_JUNCTION
T_B,mission_T,149,37.2882542665,127.1069068291,-32.954379,-40.332520,1,7,2,NONE,AAA_T_JUNCTION,AAA_T_JUNCTION
T_B,mission_T,150,37.2882552342,127.1069073600,-32.907360,-40.224795,1,7,2,NONE,AAA_T_JUNCTION,AAA_T_JUNCTION
T_B,mission_T,151,37.2882560586,127.1069078033,-32.868093,-40.133016,1,7,2,NONE,AAA_T_JUNCTION,AAA_T_JUNCTION
